Store,Dept,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size
17,87,2011-09-16,15654.98,False,61.48,3.641,,,,,,129.4306,6.745,B,93188
28,5,2012-10-05,25258.11,False,81.61,3.966,4436.17,,28.91,6563.84,8417.76,131.0756667,10.199,A,206302
12,13,2010-07-16,44558.52,False,97.18,3.094,,,,,,126.1498065,14.18,B,112238
14,87,2011-07-01,18004.91,False,74.04,3.748,,,,,,185.9119885,8.625,A,200898
13,9,2012-10-26,24363.94,False,46.97,3.755,10192.49,364.57,150.0,1714.15,5563.92,131.1930968,5.621,A,219622
9,52,2012-10-19,1626.08,False,68.01,3.594,545.72,,8.0,28.94,3098.87,227.214288,4.954,B,125833
27,34,2011-02-04,10898.22,False,28.7,3.4,,,,,,137.0542431,7.827,A,204184
35,4,2011-07-22,18613.84,False,82.28,3.811,,,,,,139.7969712,8.684,B,103681
10,5,2010-10-08,54949.05,False,77.04,2.924,,,,,,126.2791667,9.003,B,126512
41,59,2012-05-11,460.31,False,50.22,3.87,8490.06,,250.13,2998.16,4051.18,197.5481609,6.547,A,196321
45,59,2010-10-01,279.03,False,70.58,2.707,,,,,,182.7168385,8.724,B,118221
5,2,2012-01-27,11466.29,False,54.63,3.29,573.64,969.68,,12.0,861.28,220.6628023,5.943,B,34875
11,23,2011-10-14,28930.2,False,75.56,3.274,,,,,,220.7486167,7.197,A,207499
28,27,2011-12-23,3717.8,False,45.4,3.541,2135.31,1.53,752.34,499.0,5674.11,129.9845484,12.89,A,206302
18,59,2012-09-21,192.22,False,60.23,4.056,7820.69,41.64,296.78,1323.47,7158.18,138.6534,8.535,B,120653
36,82,2011-08-26,5553.26,False,86.02,3.501,,,,,,214.4878416,8.177,A,39910
13,56,2010-06-25,11275.81,False,71.83,2.82,,,,,,126.1266,8.107,A,219622
1,60,2011-07-29,686.4,False,86.83,3.682,,,,,,215.4834482,7.962,A,151315
29,90,2011-10-21,10495.12,False,59.3,3.618,,,,,,136.5017742,9.357,B,93638
8,52,2010-07-16,1454.53,False,77.49,2.623,,,,,,214.4640599,6.315,A,155078
40,9,2012-08-10,22969.87,False,70.09,3.772,10965.65,130.69,0.32,4849.39,2266.63,138.1437742,4.156,A,155083
10,7,2010-02-19,52955.8,False,58.22,2.915,,,,,,126.5262857,9.765,B,126512
29,83,2010-10-01,480.7,False,69.31,2.717,,,,,,132.7568,10.524,B,93638
29,67,2011-06-03,5182.79,False,70.09,3.973,,,,,,134.8551613,9.966,B,93638
26,97,2012-06-22,16372.49,False,63.04,3.629,5543.88,372.0,103.99,1901.89,6556.54,138.1629,7.489,A,152513
31,83,2012-01-27,7898.1,False,50.79,3.29,2391.52,1189.61,50.82,313.76,4791.34,219.7188636,7.057,A,203750
38,24,2012-07-06,8.0,False,89.13,3.765,404.49,,4.05,,1132.08,130.7196333,10.926,C,39690
3,82,2012-02-03,6838.16,False,59.33,3.36,9667.5,268.29,0.6,8368.15,804.24,223.6591137,6.833,B,37392
32,90,2012-07-13,58577.51,False,71.57,3.613,7111.33,508.95,1.05,1494.84,8154.1,197.8788621,7.872,A,203007
20,55,2010-04-09,24838.16,False,65.1,2.869,,,,,,203.8488134,7.856,A,203742
35,2,2011-09-09,47495.03,True,70.93,3.738,,,,,,140.2310173,8.684,B,103681
15,20,2012-10-19,4118.47,False,52.89,4.153,710.9,,1.68,176.01,1098.68,138.8336129,7.992,B,123737
33,25,2012-07-06,2.0,False,93.21,3.666,297.52,,3.44,,1107.31,130.7196333,7.147,A,39690
36,25,2011-02-11,16.3,True,41.16,3.009,,,,,,211.6985093,8.395,A,39910
37,93,2010-02-12,20020.23,True,46.11,2.548,,,,,,209.9970208,8.554,C,39910
43,3,2012-08-03,5023.27,False,85.06,3.417,312.78,,24.23,22.86,1317.6,213.3388802,9.285,C,41062
12,1,2010-12-03,18754.63,False,43.33,3.041,,,,,,126.7313333,14.313,B,112238
7,79,2011-09-09,6251.99,True,45.61,3.566,,,,,,194.6387853,8.622,B,70713
44,14,2012-04-06,769.62,False,48.85,3.793,253.38,,11.76,,512.25,131.0375484,5.621,C,39910
31,33,2010-07-09,3788.89,False,81.67,2.642,,,,,,210.7657317,8.099,A,203750
2,79,2010-10-08,36906.42,False,63.19,2.633,,,,,,211.4044906,8.163,A,202307
19,82,2012-02-10,22182.79,True,32.61,3.826,12739.73,8415.91,279.21,16150.68,7888.04,137.1666774,7.943,A,203819
31,79,2010-02-12,37773.01,True,37.77,2.548,,,,,,210.8979935,8.324,A,203750
1,82,2012-07-27,20126.49,False,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,A,151315
21,7,2011-05-06,17655.7,False,61.87,3.906,,,,,,215.4448709,7.931,B,140167
15,81,2011-06-17,5146.14,False,63.9,3.989,,,,,,135.0837333,7.658,B,123737
23,71,2010-04-16,11906.16,False,44.25,2.885,,,,,,131.9809,5.435,B,114533
16,32,2010-07-09,6255.68,False,61.79,2.711,,,,,,189.5231276,6.868,B,57197
26,94,2010-11-26,43072.46,True,28.11,3.07,,,,,,132.8369333,8.149,A,152513
33,20,2010-09-10,47.75,True,91.77,2.961,,,,,,126.1145806,9.495,A,39690
33,10,2010-08-27,23.34,False,94.0,3.022,,,,,,126.0892903,9.495,A,39690
40,12,2011-04-15,3571.1,False,43.69,3.823,,,,,,134.2784667,4.781,A,155083
39,10,2011-05-20,13853.85,False,73.31,3.907,,,,,,214.465412,8.3,A,184109
34,34,2011-01-07,8231.5,False,24.5,2.98,,,,,,127.1917742,10.398,A,158114
16,79,2011-11-18,5689.78,False,31.73,3.479,2089.46,154.21,3.55,830.6,4425.07,195.7184713,6.232,B,57197
41,29,2011-01-28,3305.43,False,32.23,3.008,,,,,,191.667891,7.241,A,196321
10,22,2012-07-13,24347.25,False,89.8,3.723,7069.25,5.0,0.32,8194.36,1372.82,130.683,7.17,B,126512
21,49,2011-03-18,15560.67,False,63.26,3.488,,,,,,214.0156238,8.028,B,140167
7,90,2010-12-24,21789.77,False,26.04,2.781,,,,,,191.1430189,9.137,B,70713
5,24,2012-07-06,1323.79,False,82.35,3.227,2592.37,2.65,52.06,914.36,2768.98,222.4714336,5.603,B,34875
10,22,2011-07-29,21792.35,False,86.75,3.694,,,,,,129.1677097,8.257,B,126512
13,42,2011-08-26,7642.99,False,81.53,3.57,,,,,,129.2832581,6.877,A,219622
11,81,2011-04-15,12814.54,False,76.64,3.743,,,,,,218.6788642,7.574,A,207499
14,50,2010-07-30,2485.0,False,79.78,2.781,,,,,,182.4415378,8.743,A,200898
6,46,2012-08-31,22428.52,False,83.58,3.638,21801.35,111.57,16.74,15675.98,4002.59,223.9210125,5.668,A,202505
38,95,2011-11-04,44669.46,False,59.77,3.828,,,,,,129.8051935,12.89,C,39690
1,40,2010-11-19,58214.46,False,51.41,2.771,,,,,,211.8896737,7.838,A,151315
20,94,2011-01-07,55099.4,False,31.43,3.193,,,,,,204.6487803,7.343,A,203742
5,23,2011-12-02,8543.28,False,51.14,3.172,2359.44,4.0,658.01,901.67,24751.93,219.2917287,6.3,B,34875
12,11,2012-01-13,15706.4,False,48.07,3.657,6935.5,23438.57,,2289.8,9526.73,130.244,12.187,B,112238
9,41,2010-05-07,242.0,False,68.58,2.835,,,,,,213.848478,6.384,B,125833
17,45,2010-10-29,17.91,False,39.87,2.841,,,,,,126.4364194,6.885,B,93188
43,91,2011-12-09,29951.47,False,34.23,3.158,38.34,,7.41,,1707.87,210.5363571,10.148,C,41062
28,30,2011-01-21,3296.26,False,53.53,3.223,,,,,,127.4404839,14.021,A,206302
17,5,2012-03-09,27390.75,False,32.02,3.38,3944.86,104.91,2.16,550.85,3717.62,130.7413793,6.403,B,93188
1,91,2010-04-09,60177.2,False,65.86,2.77,,,,,,210.6228574,7.808,A,151315
23,2,2010-02-12,67613.66,True,18.75,2.771,,,,,,131.5866129,5.892,B,114533
5,28,2010-12-17,404.5,False,51.61,2.869,,,,,,211.9580815,6.768,B,34875
22,9,2012-02-17,15169.36,False,36.25,3.703,14910.44,10572.12,2.0,10409.34,5499.8,141.2140357,7.503,B,119557
18,71,2012-09-28,5800.78,False,58.24,4.018,2247.94,22.73,45.56,2464.93,1640.3,138.7395,8.535,B,120653
32,82,2011-01-21,14716.73,False,34.54,2.973,,,,,,191.5731924,8.818,A,203007
6,35,2011-06-03,4798.88,False,84.01,3.699,,,,,,216.819252,6.855,A,202505
27,20,2011-11-25,17293.1,True,47.88,3.689,164.01,27.47,73934.06,24.22,540.56,140.4217857,7.906,A,204184
9,8,2011-09-30,21260.73,False,78.45,3.355,,,,,,220.3195004,6.404,B,125833
14,55,2011-10-14,10720.5,False,63.82,3.541,,,,,,187.6917481,8.523,A,200898
24,83,2012-02-24,4409.78,False,37.35,3.917,10065.77,10556.73,2.2,6791.1,9440.12,137.3411034,8.659,A,203819
34,27,2011-04-15,497.01,False,53.3,3.724,,,,,,128.9107333,10.581,A,158114
39,7,2011-02-18,30348.59,False,58.2,3.045,,,,,,212.0063522,8.395,A,184109
40,34,2011-02-11,4901.0,True,16.87,3.255,,,,,,133.260871,5.114,A,155083
23,83,2012-02-17,1001.12,False,27.01,3.703,8924.48,10140.32,1.88,6699.65,2236.81,137.2583103,4.261,B,114533
16,11,2010-03-05,9461.24,False,27.92,2.62,,,,,,189.6695049,7.039,B,57197
5,33,2011-12-30,1605.43,True,45.62,3.129,1938.28,17079.76,72.93,162.33,1211.95,220.1178226,6.3,B,34875
30,33,2011-04-08,12.0,False,68.62,3.622,,,,,,214.7252242,7.931,C,42988
5,38,2011-02-18,71334.17,False,58.83,3.045,,,,,,213.8068304,6.634,B,34875
37,96,2011-05-27,20378.97,False,81.28,3.786,,,,,,214.2408462,8.3,C,39910
41,79,2012-09-28,21540.72,False,56.08,3.789,4578.46,51.73,3.0,1902.88,14423.97,198.5903276,6.432,A,196321
11,94,2011-01-28,30586.07,False,51.04,3.01,,,,,,215.5065821,7.551,A,207499
15,17,2010-02-26,11953.56,False,29.87,2.91,,,,,,131.686,8.35,B,123737
9,25,2010-07-09,5532.25,False,78.51,2.642,,,,,,214.6564301,6.442,B,125833
7,11,2011-03-04,12698.48,False,21.84,3.232,,,,,,192.0116004,8.818,B,70713
27,90,2010-08-13,97001.63,False,77.36,2.923,,,,,,136.4928214,7.982,A,204184
16,18,2012-10-19,5525.75,False,40.59,3.75,1278.03,,1.16,16.38,1395.48,199.1481963,5.847,B,57197
44,80,2011-09-23,5517.88,False,63.6,3.648,,,,,,129.5183333,6.56,C,39910
33,1,2011-09-23,2164.31,False,88.93,3.789,,,,,,129.5183333,8.442,A,39690
33,67,2010-08-13,452.45,False,95.57,3.049,,,,,,126.064,9.495,A,39690
4,4,2012-05-18,60832.91,False,68.43,3.62,6531.12,,99.91,2290.18,2521.84,131.0983226,4.308,A,205863
9,31,2011-05-20,785.86,False,70.49,3.907,,,,,,219.3622809,6.38,B,125833
23,55,2010-08-20,10575.04,False,68.65,2.796,,,,,,132.6616129,5.326,B,114533
4,14,2010-02-26,28956.69,False,41.36,2.59,,,,,,126.5522857,8.623,A,205863
9,90,2012-03-09,3443.73,False,54.03,3.669,3923.2,96.52,17.36,990.11,2755.72,224.8046825,5.667,B,125833
6,3,2012-10-19,11695.54,False,69.68,3.594,1476.45,,3.1,31.32,4080.57,225.0501013,5.329,A,202505
25,36,2010-08-27,629.0,False,67.15,2.755,,,,,,204.7900305,7.527,B,128107
14,36,2011-09-02,60.06,False,70.63,3.703,,,,,,186.6189274,8.625,A,200898
3,5,2010-09-03,4862.58,False,84.16,2.577,,,,,,214.8481685,7.346,B,37392
16,8,2011-07-01,14832.25,False,63.59,3.597,,,,,,193.0930552,6.338,B,57197
20,34,2011-10-14,16377.67,False,62.54,3.541,,,,,,210.4027602,7.082,A,203742
21,58,2011-02-25,1645.0,False,61.27,3.065,,,,,,213.190421,8.028,B,140167
3,82,2012-08-03,7344.09,False,86.55,3.417,5683.49,37.2,0.04,2484.22,639.29,225.4636332,6.334,B,37392
6,33,2010-07-23,6236.75,False,83.9,2.608,,,,,,212.7578505,6.973,A,202505
41,98,2012-04-20,8024.69,False,43.57,3.936,3677.88,1165.88,37.89,297.31,2227.25,197.7227385,6.547,A,196321
29,9,2010-03-05,7490.7,False,36.82,2.766,,,,,,131.735,10.064,B,93638
3,87,2011-03-18,459.37,False,69.47,3.488,,,,,,217.7235226,7.551,B,37392
42,16,2010-11-26,870.34,True,55.33,3.162,,,,,,126.6692667,9.003,C,39690
38,18,2011-10-28,731.97,False,67.41,3.727,,,,,,129.7936774,12.89,C,39690
1,71,2011-08-26,3212.68,False,87.96,3.523,,,,,,215.7332258,7.962,A,151315
39,27,2012-04-06,1543.96,False,73.49,3.891,9057.89,,46.4,3572.95,15694.32,220.1204125,6.989,A,184109
19,23,2010-10-15,25431.8,False,51.32,2.999,,,,,,132.7633548,8.067,A,203819
17,67,2012-01-27,6589.77,False,29.99,3.058,1834.7,684.22,,118.0,1109.1,130.3144516,6.403,B,93188
37,42,2012-03-23,130.27,False,69.18,3.787,460.73,,0.68,,1560.28,219.9705599,7.244,C,39910
2,59,2012-04-06,290.14,False,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,A,202307
21,80,2011-01-28,12.62,False,44.04,3.01,,,,,,211.8552668,8.028,B,140167
14,85,2011-09-09,2269.0,True,71.48,3.738,,,,,,186.6737376,8.625,A,200898
16,67,2012-01-20,2721.99,False,29.3,3.055,2087.19,1399.47,5.58,75.83,4742.74,196.7796652,6.162,B,57197
13,80,2011-11-25,18711.05,True,38.89,3.445,1282.42,548.1,109030.75,146.33,3557.67,129.8364,6.392,A,219622
11,11,2010-05-14,16361.16,False,77.64,2.854,,,,,,213.6196139,7.343,A,207499
26,9,2012-04-27,16498.6,False,43.6,4.023,1946.7,32.65,21.62,24.1,2152.4,137.9781333,7.489,A,152513
9,38,2012-05-25,67106.27,False,79.69,3.561,1574.27,,361.83,81.12,5286.38,225.4944288,5.539,B,125833
36,13,2011-05-06,12289.11,False,69.56,3.917,,,,,,214.5240376,8.3,A,39910
15,17,2011-10-28,10397.42,False,45.54,3.757,,,,,,136.4884516,7.866,B,123737
22,54,2011-05-06,83.92,False,53.63,4.078,,,,,,138.4131202,8.252,B,119557
37,56,2012-05-11,620.68,False,76.55,3.688,333.98,,0.7,,1500.11,220.4075581,6.989,C,39910
43,81,2011-02-18,17223.55,False,59.15,3.045,,,,,,205.1683214,10.398,C,41062
39,98,2011-11-18,11142.98,False,66.09,3.308,3378.96,215.22,162.51,486.32,6941.94,216.9395861,7.716,A,184109
29,42,2012-03-02,3379.48,False,37.47,3.827,12783.88,800.94,1.09,6884.75,1699.2,137.4238966,8.988,B,93638
25,22,2011-12-09,9843.28,False,38.69,3.415,5549.98,64.0,256.97,2761.65,8753.69,211.8667856,7.082,B,128107
40,36,2011-09-02,734.38,False,63.79,3.784,,,,,,136.2440968,4.584,A,155083
23,95,2011-01-07,47109.12,False,27.81,3.193,,,,,,132.8823226,5.114,B,114533
21,3,2010-10-29,8534.47,False,67.51,2.716,,,,,,211.5661131,8.163,B,140167
36,11,2010-12-31,373.62,True,52.88,2.949,,,,,,210.182398,8.476,A,39910
3,6,2010-10-01,2530.38,False,73.6,2.603,,,,,,214.9846548,7.564,B,37392
6,91,2010-12-31,40280.16,True,49.14,2.943,,,,,,212.9149674,7.007,A,202505
25,85,2010-04-16,2823.53,False,52.16,2.899,,,,,,203.7307486,7.856,B,128107
6,3,2010-02-26,12539.36,False,47.1,2.561,,,,,,212.845337,7.259,A,202505
15,92,2012-08-10,19251.69,False,73.99,3.863,15384.57,19.31,100.34,1649.99,1552.05,138.1437742,8.193,B,123737
11,5,2011-08-19,32392.63,False,89.51,3.554,,,,,,219.023271,7.567,A,207499
10,38,2012-03-30,100468.69,False,67.92,4.294,7388.74,7.8,,574.87,4035.49,130.9670968,7.545,B,126512
34,38,2011-02-04,46757.38,False,23.82,2.996,,,,,,127.7195806,10.398,A,158114
21,25,2010-05-28,20732.25,False,80.94,2.759,,,,,,210.5552301,8.2,B,140167
14,58,2011-06-24,8310.0,False,74.85,3.804,,,,,,185.7919609,8.521,A,200898
27,93,2012-03-16,52325.06,False,49.6,4.021,7275.48,175.65,2.96,5193.68,2366.04,141.55478,8.009,A,204184
32,28,2011-06-24,408.65,False,65.06,3.661,,,,,,192.9982655,8.595,A,203007
26,51,2010-12-10,44.2,False,16.6,3.132,,,,,,132.6764,8.149,A,152513
29,60,2011-09-30,246.4,False,69.78,3.684,,,,,,136.4195,9.863,B,93638
40,94,2011-10-07,37646.78,False,50.21,3.633,,,,,,136.472,4.42,A,155083
39,18,2011-06-24,-0.1,False,84.06,3.594,,,,,,213.8402689,8.3,A,184109
1,98,2011-08-05,10252.87,False,91.65,3.684,,,,,,215.544618,7.962,A,151315
35,93,2011-01-07,1182.01,False,34.42,3.193,,,,,,136.7332569,8.549,B,103681
41,13,2010-09-10,34494.17,True,63.3,2.78,,,,,,190.3958293,7.335,A,196321
2,10,2010-10-29,33774.52,False,66.24,2.716,,,,,,211.5661131,8.163,A,202307
31,83,2011-02-18,10607.27,False,59.87,3.045,,,,,,212.9033115,8.028,A,203750
9,32,2012-01-06,3455.53,False,47.54,3.157,3597.08,6203.76,11.2,3743.55,1912.75,223.4332408,5.667,B,125833
41,44,2011-09-30,5165.01,False,61.77,3.538,,,,,,194.8779718,6.901,A,196321
44,85,2012-06-29,177.22,False,82.0,3.681,174.37,,,,1114.79,130.7562667,5.621,C,39910
31,94,2011-05-20,76224.29,False,68.36,3.907,,,,,,215.3834778,7.931,A,203750
29,46,2011-07-22,12943.04,False,77.79,3.882,,,,,,135.8738387,9.863,B,93638
20,3,2011-06-10,10171.15,False,73.64,3.881,,,,,,208.1535092,7.287,A,203742
7,36,2010-08-20,923.0,False,59.59,2.732,,,,,,190.2948237,9.017,B,70713
19,81,2011-02-11,22377.85,True,21.79,3.416,,,,,,133.260871,7.771,A,203819
18,1,2010-10-29,51223.45,False,55.85,2.938,,,,,,132.8708387,9.331,B,120653
25,7,2012-09-14,12378.54,False,60.9,3.948,6748.95,,3.15,968.4,6124.49,215.3583757,7.28,B,128107
21,11,2011-02-11,10636.82,True,34.61,3.022,,,,,,212.5928624,8.028,B,140167
45,20,2010-03-26,5074.17,False,54.36,2.854,,,,,,181.9718697,8.992,B,118221
27,50,2011-04-15,3776.0,False,52.24,3.981,,,,,,138.1646952,7.725,A,204184
40,97,2011-03-04,18499.13,False,18.49,3.437,,,,,,133.6141429,5.114,A,155083
32,55,2010-11-05,7186.97,False,49.2,2.729,,,,,,190.9964377,9.137,A,203007
28,3,2011-03-25,9165.95,False,54.4,3.909,,,,,,128.6160645,14.021,A,206302
1,55,2010-03-19,14590.87,False,54.58,2.72,,,,,,211.215635,8.106,A,151315
28,11,2012-10-12,9592.68,False,71.74,4.468,1546.44,,13.36,1057.73,6560.97,131.1083333,10.199,A,206302
1,9,2012-08-17,23503.86,False,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,A,151315
31,34,2012-05-25,17914.73,False,79.49,3.561,12146.84,,488.13,2066.74,5802.72,221.3828029,6.891,A,203750
40,96,2012-07-27,20026.1,False,67.88,3.701,3351.06,156.53,4.24,1624.68,1605.34,138.2033871,4.156,A,155083
19,14,2010-10-01,16896.18,False,59.91,2.84,,,,,,132.7568,8.067,A,203819
13,16,2010-05-21,53819.79,False,57.71,2.95,,,,,,126.1843871,8.107,A,219622
27,85,2011-04-22,2605.65,False,50.02,4.061,,,,,,138.2475036,7.725,A,204184
25,40,2012-07-13,43279.89,False,73.87,3.523,7262.73,45.6,18.01,1803.13,1354.39,214.728027,7.28,B,128107
3,4,2010-12-03,8544.43,False,53.76,2.708,,,,,,214.9153531,7.564,B,37392
8,95,2010-03-05,60643.46,False,45.64,2.625,,,,,,214.7216592,6.299,A,155078
18,8,2011-11-18,30863.52,False,47.88,3.571,5223.35,1781.71,182.6,1170.74,4346.68,136.4666667,8.471,B,120653
35,54,2011-01-28,71.84,False,23.64,3.237,,,,,,136.9706544,8.549,B,103681
28,11,2010-12-03,20490.11,False,43.33,3.041,,,,,,126.7313333,14.313,A,206302
7,40,2011-08-19,37010.87,False,56.06,3.499,,,,,,194.2500634,8.622,B,70713
15,56,2010-09-10,1779.52,True,62.36,2.837,,,,,,132.7564516,8.099,B,123737
29,98,2011-01-21,16.5,False,26.8,3.232,,,,,,133.0285161,10.256,B,93638
5,25,2012-04-27,3001.69,False,68.96,3.814,1127.44,,5.05,33.35,2598.67,222.2053519,5.801,B,34875
15,98,2012-01-06,228.84,False,30.24,3.585,5597.99,17413.82,18.8,646.2,3098.77,136.698129,7.943,B,123737
8,71,2010-05-14,2032.44,False,61.35,2.854,,,,,,213.6655355,6.29,A,155078
37,6,2010-07-09,87.56,False,81.74,2.642,,,,,,209.8708867,8.36,C,39910
17,55,2010-04-23,8084.07,False,52.25,2.936,,,,,,126.4713333,6.635,B,93188
22,29,2010-02-26,5783.61,False,35.98,2.753,,,,,,135.5195191,8.283,B,119557
8,6,2011-06-17,2155.33,False,84.73,3.637,,,,,,218.4021448,6.297,A,155078
29,36,2010-05-07,1308.0,False,63.81,2.981,,,,,,132.1062,10.16,B,93638
32,82,2011-06-24,18172.89,False,65.06,3.661,,,,,,192.9982655,8.595,A,203007
6,22,2012-03-16,22022.61,False,62.8,3.734,7034.05,103.68,4.59,2231.64,2062.04,222.8186603,6.132,A,202505
8,60,2012-07-06,216.0,False,81.24,3.227,10526.01,157.93,182.17,3068.98,4059.99,225.4407043,5.401,A,155078
20,27,2011-07-29,1418.8,False,77.47,3.829,,,,,,208.6564699,7.274,A,203742
13,55,2011-08-19,10550.09,False,76.68,3.578,,,,,,129.2405806,6.877,A,219622
2,95,2010-04-23,141699.63,False,65.11,2.795,,,,,,210.1000648,8.2,A,202307
28,83,2012-04-20,5405.38,False,66.73,4.222,5343.29,3895.86,17.32,657.56,4674.67,131.1173333,11.627,A,206302
34,29,2012-03-09,1520.77,False,42.7,3.667,6150.33,209.07,,124.83,4638.14,130.7413793,9.653,A,158114
2,97,2012-04-20,40849.7,False,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,A,202307
5,1,2010-12-03,10929.57,False,51.31,2.708,,,,,,212.1613951,6.768,B,34875
41,27,2010-12-17,2450.86,False,31.51,2.778,,,,,,191.0303376,7.508,A,196321
31,12,2011-09-23,2407.26,False,75.68,3.467,,,,,,216.0282356,7.852,A,203750
31,29,2012-03-16,4517.24,False,63.39,3.734,6738.65,801.74,8.13,2047.38,7905.67,220.8498468,7.057,A,203750
42,85,2011-09-30,24.06,False,82.27,3.877,,,,,,129.6060667,8.257,C,39690
1,49,2010-04-30,9093.27,False,67.41,2.78,,,,,,210.3895456,7.808,A,151315
6,6,2011-02-25,4610.2,False,62.86,3.065,,,,,,215.0679731,6.858,A,202505
32,60,2010-12-17,2323.2,False,36.07,2.778,,,,,,191.0303376,9.137,A,203007
8,41,2011-02-18,1173.0,False,50.64,3.045,,,,,,216.6310383,6.262,A,155078
25,97,2011-04-22,2580.64,False,45.87,3.892,,,,,,208.4779405,7.287,B,128107
23,13,2012-03-30,34892.21,False,36.71,3.921,8920.01,116.41,7.09,1010.3,3025.4,137.7261935,4.261,B,114533
17,45,2011-03-04,11.94,False,24.21,3.23,,,,,,128.26475,6.866,B,93188
8,46,2012-08-03,18444.92,False,85.06,3.417,12755.02,88.2,17.83,4783.44,4865.74,225.5127949,5.401,A,155078
8,60,2010-03-12,281.6,False,49.76,2.667,,,,,,214.7492449,6.299,A,155078
28,83,2010-07-09,6952.91,False,90.37,3.1,,,,,,126.1518,14.18,A,206302
18,85,2010-12-24,2766.55,False,28.16,3.15,,,,,,132.7477419,9.331,B,120653
4,1,2012-04-06,85839.78,False,67.69,3.864,11341.17,,73.38,5677.89,7821.95,131.0375484,4.308,A,205863
3,92,2012-05-04,9335.87,False,79.51,3.749,2430.23,,30.92,1159.71,1432.53,225.1797511,6.664,B,37392
11,90,2012-03-09,51200.61,False,61.44,3.669,7634.94,379.04,3.5,1251.85,6147.5,224.5620291,6.833,A,207499
24,5,2011-05-27,17618.41,False,65.74,4.134,,,,,,134.7677742,8.212,A,203819
34,33,2012-02-17,3414.16,False,37.25,3.493,8386.11,4644.97,16.48,2748.66,6015.47,130.4546207,9.653,A,158114
26,35,2012-05-04,1421.13,False,40.29,3.991,11484.78,,78.04,2449.14,2488.39,138.0332,7.489,A,152513
9,17,2012-03-09,6348.76,False,54.03,3.669,3923.2,96.52,17.36,990.11,2755.72,224.8046825,5.667,B,125833
12,90,2010-03-26,8829.36,False,60.06,3.083,,,,,,126.6050645,13.975,B,112238
13,90,2011-06-03,106967.09,False,52.76,3.752,,,,,,129.0490323,7.193,A,219622
2,37,2011-02-04,3627.95,False,38.25,2.989,,,,,,212.2240646,8.028,A,202307
17,32,2010-08-06,5351.93,False,70.53,2.802,,,,,,126.0854516,6.697,B,93188
6,6,2012-09-28,4714.75,False,77.82,3.666,4181.54,7.64,1.65,1952.69,2447.92,224.6029706,5.668,A,202505
14,52,2011-01-21,1597.08,False,30.55,3.229,,,,,,182.9193368,8.549,A,200898
15,97,2012-05-25,3274.97,False,67.97,3.979,6258.04,,482.11,928.64,1315.99,138.1101935,8.15,B,123737
12,13,2010-03-12,45921.03,False,50.11,2.925,,,,,,126.6042857,13.975,B,112238
7,30,2010-02-12,1140.0,True,25.9,2.572,,,,,,189.4642725,9.014,B,70713
10,35,2010-10-22,8500.0,False,68.12,3.014,,,,,,126.3815484,9.003,B,126512
13,19,2011-05-27,3531.06,False,54.62,3.778,,,,,,129.0623548,7.193,A,219622
32,5,2011-04-22,22704.23,False,48.69,3.636,,,,,,192.5234638,8.595,A,203007
26,71,2011-12-09,1868.13,False,34.24,3.47,4980.07,19.0,144.13,1669.69,6055.33,136.5030667,7.598,A,152513
43,79,2010-05-21,13354.12,False,74.74,2.826,,,,,,202.6210737,9.593,C,41062
35,95,2010-02-12,49079.06,True,29.81,2.773,,,,,,135.4113076,9.262,B,103681
10,9,2011-03-18,75028.0,False,70.12,3.892,,,,,,128.5121935,8.744,B,126512
15,72,2012-04-20,24176.25,False,54.47,4.17,4577.67,1678.35,5.9,1094.79,1830.84,137.9230667,8.15,B,123737
8,17,2011-12-23,14357.47,False,38.16,3.112,1234.0,0.3,891.94,14.0,5884.24,222.8743862,6.123,A,155078
21,87,2010-07-30,9034.44,False,83.59,2.64,,,,,,211.0264684,8.099,B,140167
43,22,2012-07-27,125.3,False,82.01,3.407,22.35,,1.19,,1452.64,213.3303963,9.285,C,41062
8,85,2012-06-01,2311.75,False,78.31,3.501,11578.32,41.6,58.17,1319.45,2044.72,225.300865,5.679,A,155078
9,30,2012-06-08,1806.8,False,78.91,3.452,3564.15,142.2,0.3,81.26,5518.29,225.4947868,5.539,B,125833
13,5,2010-02-26,49299.78,False,29.98,2.667,,,,,,126.5522857,8.316,A,219622
19,17,2010-04-16,16735.01,False,49.67,3.01,,,,,,131.9809,8.185,A,203819
40,98,2010-11-26,10302.36,True,32.94,3.07,,,,,,132.8369333,5.287,A,155083
42,32,2010-04-23,33.5,False,66.42,3.05,,,,,,126.4713333,9.524,C,39690
27,93,2010-03-12,62135.08,False,45.98,2.938,,,,,,135.6270013,8.237,A,204184
20,97,2012-09-28,23766.83,False,58.65,3.997,6245.6,52.64,21.5,3301.81,7195.56,215.7367162,7.28,A,203742
6,17,2012-08-10,16301.43,False,87.04,3.494,5750.2,187.04,5.21,3920.14,7505.63,223.5699533,5.668,A,202505
